# target name        accession  query name           accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#------------------- ---------- -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
trnR-CCG             -          u1845                -               26      68   34976   34935   34982   34928      74    -         2.3   10.6   2.3  -
pbf1                 -          u1846                -                4      89   29344   29263   29348   29243     132    -         4.4    8.6   3.8  -
psbN                 -          u1846                -               20      89   29328   29263   29348   29243     132    -         7.6    7.9   3.8  -
#
# Program:         nhmmscan
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SCAN
# Query file:      results/organelles/tmp_XXXXYF7Ysf/tmpXXXXvNpm6f.fa
# Target file:     /home/proj_202504p2_BD-MED/abner/tools/OatkDB-1.0/v20230921/embryophyta_pltd.fam
# Option settings: nhmmscan -o /dev/null --tblout results/organelles/tmp_XXXXYF7Ysf/tmpXXXXkretah.out --noali --cpu 1 /home/proj_202504p2_BD-MED/abner/tools/OatkDB-1.0/v20230921/embryophyta_pltd.fam results/organelles/tmp_XXXXYF7Ysf/tmpXXXXvNpm6f.fa 
# Current dir:     /home/proj_202504p2_BD-MED/abner/durio/assembly/DurOxl
# Date:            Wed Apr  8 00:59:42 2026
# [ok]
# target name        accession  query name           accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#------------------- ---------- -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
psaC                 -          u1851                -              179     233   12165   12217   12157   12231     246    +         1.2    8.5   5.9  -
pbf1                 -          u1851                -               76     109    1457    1424    1477    1416     132    -         2.7    8.6   1.2  -
psbN                 -          u1851                -               19     119   19070   18960   19085   18949     132    -         3.7    8.2   3.7  -
pbf1                 -          u1851                -               19     117   19070   18962   19087   18949     132    -         4.7    7.9   3.5  -
psal                 -          u1851                -               13      50     979    1018     963    1038     111    +         8.5    7.4   7.6  -
#
# Program:         nhmmscan
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SCAN
# Query file:      results/organelles/tmp_XXXXYF7Ysf/tmpXXXXi43Vqg.fa
# Target file:     /home/proj_202504p2_BD-MED/abner/tools/OatkDB-1.0/v20230921/embryophyta_pltd.fam
# Option settings: nhmmscan -o /dev/null --tblout results/organelles/tmp_XXXXYF7Ysf/tmpXXXXgPlGoi.out --noali --cpu 1 /home/proj_202504p2_BD-MED/abner/tools/OatkDB-1.0/v20230921/embryophyta_pltd.fam results/organelles/tmp_XXXXYF7Ysf/tmpXXXXi43Vqg.fa 
# Current dir:     /home/proj_202504p2_BD-MED/abner/durio/assembly/DurOxl
# Date:            Wed Apr  8 01:00:39 2026
# [ok]
# target name        accession  query name           accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#------------------- ---------- -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
trnS-CGA             -          u1855                -               33      91   30417   30475   30397   30476      92    +     9.8e-11   44.9   3.1  -
trnG-UCC             -          u1855                -               22      70   30426   30474   30417   30475      71    +       3e-08   37.1   2.5  -
trnM-CAU             -          u1855                -               27      72   48738   48780   48718   48781      73    +     2.9e-07   33.5   1.1  -
psbN                 -          u1855                -                4     105    5338    5437    5335    5457     132    +        0.58   12.6   2.4  -
trnR-CCG             -          u1855                -               12      71   30162   30101   30170   30098      74    -        0.78   12.9   7.6  -
pbf1                 -          u1855                -                5     105    5339    5437    5335    5454     132    +         1.4   11.3   2.3  -
trnG-GCC             -          u1855                -               32      66   30436   30470   30419   30475      71    +         1.7   12.2   1.7  -
#
# Program:         nhmmscan
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SCAN
# Query file:      results/organelles/tmp_XXXXYF7Ysf/tmpXXXXsYgn4h.fa
# Target file:     /home/proj_202504p2_BD-MED/abner/tools/OatkDB-1.0/v20230921/embryophyta_pltd.fam
# Option settings: nhmmscan -o /dev/null --tblout results/organelles/tmp_XXXXYF7Ysf/tmpXXXXENc4qi.out --noali --cpu 1 /home/proj_202504p2_BD-MED/abner/tools/OatkDB-1.0/v20230921/embryophyta_pltd.fam results/organelles/tmp_XXXXYF7Ysf/tmpXXXXsYgn4h.fa 
# Current dir:     /home/proj_202504p2_BD-MED/abner/durio/assembly/DurOxl
# Date:            Wed Apr  8 00:58:24 2026
# [ok]
# target name        accession  query name           accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#------------------- ---------- -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
ycf9                 -          u1859                -               31      84    5698    5751    5688    5771     189    +         1.3    9.4   1.5  -
pbf1                 -          u1860                -               29      98    8925    8988    8908    9007     132    +         1.4   10.4   2.5  -
psbN                 -          u1860                -               29      96    8925    8986    8907    9006     132    +         3.3    9.2   2.4  -
#
# Program:         nhmmscan
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SCAN
# Query file:      results/organelles/tmp_XXXXYF7Ysf/tmpXXXX774t9i.fa
# Target file:     /home/proj_202504p2_BD-MED/abner/tools/OatkDB-1.0/v20230921/embryophyta_pltd.fam
# Option settings: nhmmscan -o /dev/null --tblout results/organelles/tmp_XXXXYF7Ysf/tmpXXXXuRKEcg.out --noali --cpu 1 /home/proj_202504p2_BD-MED/abner/tools/OatkDB-1.0/v20230921/embryophyta_pltd.fam results/organelles/tmp_XXXXYF7Ysf/tmpXXXX774t9i.fa 
# Current dir:     /home/proj_202504p2_BD-MED/abner/durio/assembly/DurOxl
# Date:            Wed Apr  8 00:57:17 2026
# [ok]
# target name        accession  query name           accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#------------------- ---------- -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
rrn16                -          u1865                -              638    1189   47927   48501   47907   48522    1491    +     2.8e-11   40.9  18.5  -
trnR-CCG             -          u1865                -                7      63   13241   13297   13237   13309      74    +     0.00052   22.6   4.5  -
trnR-ACG             -          u1865                -                7      60   13241   13294   13238   13307      74    +         1.1   12.2   4.2  -
trnfM-CAU            -          u1865                -                5      65   13239   13299   13236   13307      74    +         7.3    9.5   4.1  -
#
# Program:         nhmmscan
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SCAN
# Query file:      results/organelles/tmp_XXXXYF7Ysf/tmpXXXXPnC05f.fa
# Target file:     /home/proj_202504p2_BD-MED/abner/tools/OatkDB-1.0/v20230921/embryophyta_pltd.fam
# Option settings: nhmmscan -o /dev/null --tblout results/organelles/tmp_XXXXYF7Ysf/tmpXXXXHyvS6h.out --noali --cpu 1 /home/proj_202504p2_BD-MED/abner/tools/OatkDB-1.0/v20230921/embryophyta_pltd.fam results/organelles/tmp_XXXXYF7Ysf/tmpXXXXPnC05f.fa 
# Current dir:     /home/proj_202504p2_BD-MED/abner/durio/assembly/DurOxl
# Date:            Wed Apr  8 00:58:40 2026
# [ok]
# target name        accession  query name           accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#------------------- ---------- -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
pbsA                 -          u1866                -               36      60    5263    5287    5242    5297      75    +         1.6    9.5   2.7  -
ycf6                 -          u1868                -               15      46    5129    5160    5113    5180      83    +           3    8.9   3.1  -
petN                 -          u1868                -               21      53    5128    5160    5108    5180      90    +         4.4    8.5   3.5  -
trnR-UCG             -          u1870                -               54      75   17847   17868   17827   17870      77    +        0.55   12.6   0.0  -
#
# Program:         nhmmscan
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SCAN
# Query file:      results/organelles/tmp_XXXXYF7Ysf/tmpXXXXxtLBEh.fa
# Target file:     /home/proj_202504p2_BD-MED/abner/tools/OatkDB-1.0/v20230921/embryophyta_pltd.fam
# Option settings: nhmmscan -o /dev/null --tblout results/organelles/tmp_XXXXYF7Ysf/tmpXXXXmOQH2f.out --noali --cpu 1 /home/proj_202504p2_BD-MED/abner/tools/OatkDB-1.0/v20230921/embryophyta_pltd.fam results/organelles/tmp_XXXXYF7Ysf/tmpXXXXxtLBEh.fa 
# Current dir:     /home/proj_202504p2_BD-MED/abner/durio/assembly/DurOxl
# Date:            Wed Apr  8 00:58:43 2026
# [ok]
# target name        accession  query name           accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#------------------- ---------- -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
pbsA                 -          u1872                -               20      57   15559   15598   15554   15618      75    +         4.6    8.5   2.3  -
trnI-GAU             -          u1872                -               34      71    8831    8794    8851    8793      72    -         4.9    8.6   2.7  -
trnH-GUG             -          u1874                -               11      41   23160   23131   23164   23114      75    -         3.6    9.6   2.1  -
#
# Program:         nhmmscan
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SCAN
# Query file:      results/organelles/tmp_XXXXYF7Ysf/tmpXXXXPYnTUf.fa
# Target file:     /home/proj_202504p2_BD-MED/abner/tools/OatkDB-1.0/v20230921/embryophyta_pltd.fam
# Option settings: nhmmscan -o /dev/null --tblout results/organelles/tmp_XXXXYF7Ysf/tmpXXXXPKI8ih.out --noali --cpu 1 /home/proj_202504p2_BD-MED/abner/tools/OatkDB-1.0/v20230921/embryophyta_pltd.fam results/organelles/tmp_XXXXYF7Ysf/tmpXXXXPYnTUf.fa 
# Current dir:     /home/proj_202504p2_BD-MED/abner/durio/assembly/DurOxl
# Date:            Wed Apr  8 01:00:23 2026
# [ok]
# target name        accession  query name           accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#------------------- ---------- -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
trnE-UUC             -          u1876                -                5      35   19359   19329   19361   19314      73    -         1.6   11.6   0.4  -
trnS-GGA             -          u1876                -               37      65   24571   24543   24591   24524      87    -         6.2    9.6   1.0  -
trnR-UCG             -          u1877                -               11      47     182     146     192     129      77    -         8.9    7.0   2.9  -
trnM-CAU             -          u1879                -               45      66   17809   17787   17830   17781      73    -         6.2    8.5   1.8  -
#
# Program:         nhmmscan
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SCAN
# Query file:      results/organelles/tmp_XXXXYF7Ysf/tmpXXXX7qSHai.fa
# Target file:     /home/proj_202504p2_BD-MED/abner/tools/OatkDB-1.0/v20230921/embryophyta_pltd.fam
# Option settings: nhmmscan -o /dev/null --tblout results/organelles/tmp_XXXXYF7Ysf/tmpXXXXnIkmCj.out --noali --cpu 1 /home/proj_202504p2_BD-MED/abner/tools/OatkDB-1.0/v20230921/embryophyta_pltd.fam results/organelles/tmp_XXXXYF7Ysf/tmpXXXX7qSHai.fa 
# Current dir:     /home/proj_202504p2_BD-MED/abner/durio/assembly/DurOxl
# Date:            Wed Apr  8 00:59:18 2026
# [ok]
# target name        accession  query name           accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#------------------- ---------- -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
trnR-CCG             -          u1885                -                7      68   16618   16558   16621   16552      74    -      0.0031   18.7   4.1  -
trnR-CCG             -          u1885                -                8      65   16200   16257   16196   16262      74    +        0.73   11.1   1.4  -
trnR-CCG             -          u1885                -                7      69   16470   16406   16472   16403      74    -         1.3   10.3   4.8  -
trnN-GUU             -          u1885                -                6      66   16619   16557   16624   16553      72    -           2    9.9   3.8  -
trnR-ACG             -          u1885                -                7      67   16618   16558   16620   16552      74    -         2.6    9.6   4.2  -
psaI                 -          u1886                -               14     101    3793    3880    3782    3896     111    +     4.4e-24   85.6   9.6  -
psal                 -          u1886                -                8      97    3796    3876    3784    3896     111    +     1.8e-19   70.4   9.3  -
psaJ                 -          u1886                -                5     132    1829    1955    1825    1958     135    +     1.1e-15   58.4  28.6  -
trnR-UCU             -          u1886                -                5      66    8379    8318    8381    8310      72    -        0.24   12.4   1.9  -
#
# Program:         nhmmscan
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SCAN
# Query file:      results/organelles/tmp_XXXXYF7Ysf/tmpXXXX9AFgWf.fa
# Target file:     /home/proj_202504p2_BD-MED/abner/tools/OatkDB-1.0/v20230921/embryophyta_pltd.fam
# Option settings: nhmmscan -o /dev/null --tblout results/organelles/tmp_XXXXYF7Ysf/tmpXXXXWRvDrf.out --noali --cpu 1 /home/proj_202504p2_BD-MED/abner/tools/OatkDB-1.0/v20230921/embryophyta_pltd.fam results/organelles/tmp_XXXXYF7Ysf/tmpXXXX9AFgWf.fa 
# Current dir:     /home/proj_202504p2_BD-MED/abner/durio/assembly/DurOxl
# Date:            Wed Apr  8 00:58:24 2026
# [ok]
# target name        accession  query name           accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#------------------- ---------- -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
ycf1                 -          u1888                -             3041    3114    6967    6895    6993    6875    5864    -         8.9   -1.7  18.0  -
trnC-GCA             -          u1890                -               30      61   28736   28705   28739   28702      71    -        0.52   12.6   2.5  -
ycf94                -          u1890                -               32      69   11341   11378   11321   11384     210    +         5.4    7.3  13.1  -
#
# Program:         nhmmscan
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SCAN
# Query file:      results/organelles/tmp_XXXXYF7Ysf/tmpXXXX4ezPvj.fa
# Target file:     /home/proj_202504p2_BD-MED/abner/tools/OatkDB-1.0/v20230921/embryophyta_pltd.fam
# Option settings: nhmmscan -o /dev/null --tblout results/organelles/tmp_XXXXYF7Ysf/tmpXXXXidwdsi.out --noali --cpu 1 /home/proj_202504p2_BD-MED/abner/tools/OatkDB-1.0/v20230921/embryophyta_pltd.fam results/organelles/tmp_XXXXYF7Ysf/tmpXXXX4ezPvj.fa 
# Current dir:     /home/proj_202504p2_BD-MED/abner/durio/assembly/DurOxl
# Date:            Wed Apr  8 00:59:09 2026
# [ok]
# target name        accession  query name           accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#------------------- ---------- -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
trnG-GCC             -          u1894                -               27      51   47283   47307   47269   47318      71    +         3.4   11.1   0.7  -
#
# Program:         nhmmscan
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SCAN
# Query file:      results/organelles/tmp_XXXXYF7Ysf/tmpXXXX5fB6Qi.fa
# Target file:     /home/proj_202504p2_BD-MED/abner/tools/OatkDB-1.0/v20230921/embryophyta_pltd.fam
# Option settings: nhmmscan -o /dev/null --tblout results/organelles/tmp_XXXXYF7Ysf/tmpXXXX5nkvti.out --noali --cpu 1 /home/proj_202504p2_BD-MED/abner/tools/OatkDB-1.0/v20230921/embryophyta_pltd.fam results/organelles/tmp_XXXXYF7Ysf/tmpXXXX5fB6Qi.fa 
# Current dir:     /home/proj_202504p2_BD-MED/abner/durio/assembly/DurOxl
# Date:            Wed Apr  8 00:59:32 2026
# [ok]
# target name        accession  query name           accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#------------------- ---------- -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
trnP-GGG             -          u1895                -               31      69   10474   10512   10459   10516      74    +      0.0036   20.7   0.2  -
trnS-GCU             -          u1895                -                4      84   10440   10513   10437   10517      88    +       0.065   16.4   1.2  -
trnP-GGG             -          u1895                -               26      67    4991    4944    5010    4940      74    -        0.11   16.0   0.5  -
trnR-CCG             -          u1895                -               24      64   10467   10507   10461   10516      74    +        0.12   15.6   0.0  -
trnS-GGA             -          u1895                -                4      82   10440   10512   10437   10517      87    +        0.28   14.3   1.3  -
trnR-CCG             -          u1895                -               26      65    4985    4946    4991    4937      74    -        0.48   13.7   0.3  -
trnS-GGA             -          u1895                -                5      83    5013    4941    5015    4938      87    -        0.95   12.6   1.3  -
trnS-UGA             -          u1895                -                4      89   10440   10513   10437   10517      93    +         1.6   11.9   1.3  -
trnS-GCU             -          u1895                -                5      84    5013    4941    5014    4938      88    -         2.5   11.3   1.1  -
trnS-UGA             -          u1895                -                5      88    5013    4942    5016    4938      93    -         4.8   10.3   1.2  -
rpl32                -          u1895                -               21     116   51769   51862   51749   51882     165    +         9.4    8.9   8.5  -
psbL                 -          u1896                -               48      89   41486   41528   41466   41544     117    +         9.5    9.7   3.3  -
#
# Program:         nhmmscan
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SCAN
# Query file:      results/organelles/tmp_XXXXYF7Ysf/tmpXXXXvtxc9h.fa
# Target file:     /home/proj_202504p2_BD-MED/abner/tools/OatkDB-1.0/v20230921/embryophyta_pltd.fam
# Option settings: nhmmscan -o /dev/null --tblout results/organelles/tmp_XXXXYF7Ysf/tmpXXXX5IMdHi.out --noali --cpu 1 /home/proj_202504p2_BD-MED/abner/tools/OatkDB-1.0/v20230921/embryophyta_pltd.fam results/organelles/tmp_XXXXYF7Ysf/tmpXXXXvtxc9h.fa 
# Current dir:     /home/proj_202504p2_BD-MED/abner/durio/assembly/DurOxl
# Date:            Wed Apr  8 00:59:46 2026
# [ok]
# target name        accession  query name           accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#------------------- ---------- -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
ycf6                 -          u1898                -               31      75     261     199     281     194      83    -         1.6    9.0   3.2  -
ycf68                -          u1899                -                8     141    1841    1705    1848    1703     484    -     2.6e-13   48.5  10.9  -
#
# Program:         nhmmscan
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SCAN
# Query file:      results/organelles/tmp_XXXXYF7Ysf/tmpXXXXF7vfYf.fa
# Target file:     /home/proj_202504p2_BD-MED/abner/tools/OatkDB-1.0/v20230921/embryophyta_pltd.fam
# Option settings: nhmmscan -o /dev/null --tblout results/organelles/tmp_XXXXYF7Ysf/tmpXXXXOuQOvf.out --noali --cpu 1 /home/proj_202504p2_BD-MED/abner/tools/OatkDB-1.0/v20230921/embryophyta_pltd.fam results/organelles/tmp_XXXXYF7Ysf/tmpXXXXF7vfYf.fa 
# Current dir:     /home/proj_202504p2_BD-MED/abner/durio/assembly/DurOxl
# Date:            Wed Apr  8 00:59:53 2026
# [ok]
# target name        accession  query name           accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#------------------- ---------- -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
psbT                 -          u1905                -               43      79   11122   11155   11103   11167     108    +        0.46   10.9   2.3  -
trnR-UCG             -          u1907                -               46      66   15848   15868   15828   15877      77    +         2.9    9.9   0.0  -
trnP-GGG             -          u1907                -               37      63   15842   15868   15828   15873      74    +         7.6    8.8   0.2  -
trnR-CCG             -          u1907                -               44      63   15849   15868   15844   15874      74    +         8.1    8.5   0.1  -
psbI                 -          u1908                -               25      70    5234    5190    5253    5176     111    -         1.5    9.2   6.1  -
pbsA                 -          u1908                -               24      61    4748    4784    4728    4797      75    +         2.8    8.6   3.5  -
#
# Program:         nhmmscan
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SCAN
# Query file:      results/organelles/tmp_XXXXYF7Ysf/tmpXXXXKzmXHj.fa
# Target file:     /home/proj_202504p2_BD-MED/abner/tools/OatkDB-1.0/v20230921/embryophyta_pltd.fam
# Option settings: nhmmscan -o /dev/null --tblout results/organelles/tmp_XXXXYF7Ysf/tmpXXXX2r0Yaj.out --noali --cpu 1 /home/proj_202504p2_BD-MED/abner/tools/OatkDB-1.0/v20230921/embryophyta_pltd.fam results/organelles/tmp_XXXXYF7Ysf/tmpXXXXKzmXHj.fa 
# Current dir:     /home/proj_202504p2_BD-MED/abner/durio/assembly/DurOxl
# Date:            Wed Apr  8 00:59:38 2026
# [ok]
# target name        accession  query name           accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#------------------- ---------- -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
trnS-UGA             -          u1911                -                5      50   22371   22324   22374   22304      93    -         7.3    8.2   2.9  -
trnR-UCU             -          u1912                -               21      61    7863    7903    7843    7923      72    +         1.8   10.7   1.9  -
psbT                 -          u1912                -               50     105    8380    8328    8400    8325     108    -         5.4    9.0   6.7  -
psbL                 -          u1914                -               14      42   60592   60620   60580   60640     117    +         3.2   10.7   1.5  -
#
# Program:         nhmmscan
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SCAN
# Query file:      results/organelles/tmp_XXXXYF7Ysf/tmpXXXXuIBwVg.fa
# Target file:     /home/proj_202504p2_BD-MED/abner/tools/OatkDB-1.0/v20230921/embryophyta_pltd.fam
# Option settings: nhmmscan -o /dev/null --tblout results/organelles/tmp_XXXXYF7Ysf/tmpXXXXblH04h.out --noali --cpu 1 /home/proj_202504p2_BD-MED/abner/tools/OatkDB-1.0/v20230921/embryophyta_pltd.fam results/organelles/tmp_XXXXYF7Ysf/tmpXXXXuIBwVg.fa 
# Current dir:     /home/proj_202504p2_BD-MED/abner/durio/assembly/DurOxl
# Date:            Wed Apr  8 00:59:32 2026
# [ok]
# target name        accession  query name           accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#------------------- ---------- -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
trnP-UGG             -          u1915                -               16      48   20072   20097   20062   20112      74    +         2.7   10.3   1.1  -
#
# Program:         nhmmscan
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SCAN
# Query file:      results/organelles/tmp_XXXXYF7Ysf/tmpXXXXyYUJ6i.fa
# Target file:     /home/proj_202504p2_BD-MED/abner/tools/OatkDB-1.0/v20230921/embryophyta_pltd.fam
# Option settings: nhmmscan -o /dev/null --tblout results/organelles/tmp_XXXXYF7Ysf/tmpXXXXqOojEi.out --noali --cpu 1 /home/proj_202504p2_BD-MED/abner/tools/OatkDB-1.0/v20230921/embryophyta_pltd.fam results/organelles/tmp_XXXXYF7Ysf/tmpXXXXyYUJ6i.fa 
# Current dir:     /home/proj_202504p2_BD-MED/abner/durio/assembly/DurOxl
# Date:            Wed Apr  8 00:59:24 2026
# [ok]
# target name        accession  query name           accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#------------------- ---------- -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
ycf1                 -          u1921                -             3895    3986    9344    9245    9364    9225    5864    -         2.6    1.0  13.6  -
rrn23                -          u1922                -             2451    2622   38072   38243   38063   38264    2810    +     2.1e-14   49.8   2.2  -
pbf1                 -          u1922                -               16      89   27115   27184   27100   27204     132    +         6.4    8.5   3.9  -
#
# Program:         nhmmscan
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SCAN
# Query file:      results/organelles/tmp_XXXXYF7Ysf/tmpXXXXw7arFf.fa
# Target file:     /home/proj_202504p2_BD-MED/abner/tools/OatkDB-1.0/v20230921/embryophyta_pltd.fam
# Option settings: nhmmscan -o /dev/null --tblout results/organelles/tmp_XXXXYF7Ysf/tmpXXXXlwScij.out --noali --cpu 1 /home/proj_202504p2_BD-MED/abner/tools/OatkDB-1.0/v20230921/embryophyta_pltd.fam results/organelles/tmp_XXXXYF7Ysf/tmpXXXXw7arFf.fa 
# Current dir:     /home/proj_202504p2_BD-MED/abner/durio/assembly/DurOxl
# Date:            Wed Apr  8 00:59:48 2026
# [ok]
# target name        accession  query name           accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#------------------- ---------- -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
psaI                 -          u1924                -               24      95   13986   14050   13966   14067     111    +         1.4   10.6   4.5  -
trnR-CCG             -          u1924                -                7      67   13169   13228   13165   13235      74    +         2.6    9.9   5.9  -
rps16                -          u1924                -              174     246   17349   17428   17329   17447     267    +         3.1    7.7   7.4  -
rrn16                -          u1924                -              709     776   12129   12196   12108   12207    1491    +         8.5    2.0   5.6  -
psaI                 -          u1925                -               61      81   15232   15252   15216   15272     111    +         1.3   10.8   4.0  -
psal                 -          u1925                -               58      83   15229   15254   15212   15274     111    +           4    8.9   5.1  -
trnP-GGG             -          u1926                -               38      69  107626  107657  107620  107659      74    +         4.3   11.8   1.7  -
#
# Program:         nhmmscan
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SCAN
# Query file:      results/organelles/tmp_XXXXYF7Ysf/tmpXXXXoXP2Af.fa
# Target file:     /home/proj_202504p2_BD-MED/abner/tools/OatkDB-1.0/v20230921/embryophyta_pltd.fam
# Option settings: nhmmscan -o /dev/null --tblout results/organelles/tmp_XXXXYF7Ysf/tmpXXXX7sBdwh.out --noali --cpu 1 /home/proj_202504p2_BD-MED/abner/tools/OatkDB-1.0/v20230921/embryophyta_pltd.fam results/organelles/tmp_XXXXYF7Ysf/tmpXXXXoXP2Af.fa 
# Current dir:     /home/proj_202504p2_BD-MED/abner/durio/assembly/DurOxl
# Date:            Wed Apr  8 01:00:30 2026
# [ok]
# target name        accession  query name           accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#------------------- ---------- -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
petN                 -          u1928                -                7      53   13559   13605   13553   13625      90    +         7.1    8.0   3.0  -
trnN-GUU             -          u1929                -                3      50   34332   34285   34334   34273      72    -         6.5   10.6   1.1  -
pbsH                 -          u1929                -               14      60   56540   56494   56559   56474      90    -          10   10.4  11.2  -
#
# Program:         nhmmscan
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SCAN
# Query file:      results/organelles/tmp_XXXXYF7Ysf/tmpXXXXqMxTUg.fa
# Target file:     /home/proj_202504p2_BD-MED/abner/tools/OatkDB-1.0/v20230921/embryophyta_pltd.fam
# Option settings: nhmmscan -o /dev/null --tblout results/organelles/tmp_XXXXYF7Ysf/tmpXXXXil00kj.out --noali --cpu 1 /home/proj_202504p2_BD-MED/abner/tools/OatkDB-1.0/v20230921/embryophyta_pltd.fam results/organelles/tmp_XXXXYF7Ysf/tmpXXXXqMxTUg.fa 
# Current dir:     /home/proj_202504p2_BD-MED/abner/durio/assembly/DurOxl
# Date:            Wed Apr  8 01:00:04 2026
# [ok]
# target name        accession  query name           accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#------------------- ---------- -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
trnW-CCA             -          u1930                -               10      44   12421   12387   12429   12367      74    -         2.7   11.4   1.1  -
psal                 -          u1930                -               64     104   45886   45926   45866   45937     111    +         4.9    9.9   7.2  -
#
# Program:         nhmmscan
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SCAN
# Query file:      results/organelles/tmp_XXXXYF7Ysf/tmpXXXXbJHFCf.fa
# Target file:     /home/proj_202504p2_BD-MED/abner/tools/OatkDB-1.0/v20230921/embryophyta_pltd.fam
# Option settings: nhmmscan -o /dev/null --tblout results/organelles/tmp_XXXXYF7Ysf/tmpXXXXOq2Y9g.out --noali --cpu 1 /home/proj_202504p2_BD-MED/abner/tools/OatkDB-1.0/v20230921/embryophyta_pltd.fam results/organelles/tmp_XXXXYF7Ysf/tmpXXXXbJHFCf.fa 
